"NPOT.per.yr","Site.name","Season","corr_spearman","Memo"
3,"01117800","MAM",0.723272,"OK"
3,"01117800","JJA",0.421487,"OK"
3,"01117800","Annual",0.779755,"OK"
1,"01118000","SON",0.478669,"OK"
1,"01118000","DJF",0.423676,"OK"
1,"01118000","MAM",0.409674,"OK"
1,"01118000","JJA",0.336175,"OK"
1,"01118000","Annual",0.547752,"OK"
2,"01118000","SON",0.400046,"OK"
2,"01118000","DJF",0.601787,"OK"
2,"01118000","MAM",0.547195,"OK"
2,"01118000","JJA",0.462529,"OK"
2,"01118000","Annual",0.55855,"OK"
3,"01118000","SON",0.662438,"OK"
3,"01118000","DJF",0.637233,"OK"
3,"01118000","MAM",0.645665,"OK"
3,"01118000","JJA",0.684856,"OK"
3,"01118000","Annual",0.749584,"OK"
1,"01118300","SON",0.558416,"OK"
1,"01118300","DJF",0.342092,"OK"
1,"01118300","MAM",0.493649,"OK"
1,"01118300","JJA",0.256436,"OK"
1,"01118300","Annual",0.406578,"OK"
2,"01118300","SON",0.445481,"OK"
2,"01118300","DJF",0.714554,"OK"
2,"01118300","MAM",0.576114,"OK"
2,"01118300","JJA",0.420273,"OK"
2,"01118300","Annual",0.613989,"OK"
3,"01118300","SON",0.685305,"OK"
3,"01118300","DJF",0.533364,"OK"
3,"01118300","MAM",0.673033,"OK"
3,"01118300","JJA",0.403038,"OK"
3,"01118300","Annual",0.627894,"OK"
1,"01118500","SON",0.478669,"OK"
1,"01118500","DJF",0.367339,"OK"
1,"01118500","MAM",0.53049,"OK"
1,"01118500","JJA",0.394287,"OK"
1,"01118500","Annual",0.604655,"OK"
2,"01118500","SON",0.729034,"OK"
2,"01118500","DJF",0.628801,"OK"
2,"01118500","MAM",0.675668,"OK"
2,"01118500","JJA",0.477204,"OK"
2,"01118500","Annual",0.722979,"OK"
3,"01118500","SON",0.692068,"OK"
3,"01118500","DJF",0.701999,"OK"
3,"01118500","MAM",0.767067,"OK"
3,"01118500","JJA",0.529729,"OK"
3,"01118500","Annual",0.801007,"OK"
1,"01119500","SON",0.510049,"OK"
1,"01119500","DJF",0.444027,"OK"
1,"01119500","MAM",0.584209,"OK"
1,"01119500","JJA",0.635824,"OK"
1,"01119500","Annual",0.701946,"OK"
2,"01119500","SON",0.716156,"OK"
2,"01119500","DJF",0.586145,"OK"
2,"01119500","MAM",0.618348,"OK"
2,"01119500","JJA",0.570477,"OK"
2,"01119500","Annual",0.720892,"OK"
3,"01119500","SON",0.590044,"OK"
3,"01119500","DJF",0.715935,"OK"
3,"01119500","MAM",0.621869,"OK"
3,"01119500","JJA",0.519541,"OK"
3,"01119500","Annual",0.754641,"OK"
1,"01121000","SON",0.440605,"OK"
1,"01121000","DJF",0.416624,"OK"
1,"01121000","MAM",0.38589,"OK"
1,"01121000","JJA",0.590304,"OK"
1,"01121000","Annual",0.70355,"OK"
2,"01121000","SON",0.559709,"OK"
2,"01121000","DJF",0.581068,"OK"
2,"01121000","MAM",0.581789,"OK"
2,"01121000","JJA",0.582349,"OK"
2,"01121000","Annual",0.540336,"OK"
3,"01121000","SON",0.367532,"OK"
3,"01121000","DJF",0.473778,"OK"
3,"01121000","MAM",0.564641,"OK"
3,"01121000","JJA",0.633626,"OK"
3,"01121000","Annual",0.694652,"OK"
1,"01122000","SON",NA,"nyr.Nevents.over.zero<5"
1,"01122000","DJF",0.462375,"OK"
1,"01122000","MAM",0.41622,"OK"
1,"01122000","JJA",0.507775,"OK"
1,"01122000","Annual",0.631842,"OK"
2,"01122000","SON",0.502523,"OK"
2,"01122000","DJF",0.718591,"OK"
2,"01122000","MAM",0.599133,"OK"
2,"01122000","JJA",0.479734,"OK"
2,"01122000","Annual",0.696962,"OK"
3,"01122000","SON",0.701741,"OK"
3,"01122000","DJF",0.649914,"OK"
3,"01122000","MAM",0.475556,"OK"
3,"01122000","JJA",0.616431,"OK"
3,"01122000","Annual",0.640023,"OK"
1,"01122500","SON",0.632351,"OK"
1,"01122500","DJF",0.410388,"OK"
1,"01122500","MAM",0.531732,"OK"
1,"01122500","JJA",0.590416,"OK"
1,"01122500","Annual",0.782788,"OK"
2,"01122500","SON",0.616032,"OK"
2,"01122500","DJF",0.621104,"OK"
2,"01122500","MAM",0.639897,"OK"
2,"01122500","JJA",0.559289,"OK"
2,"01122500","Annual",0.670633,"OK"
3,"01122500","SON",0.607863,"OK"
3,"01122500","DJF",0.741382,"OK"
3,"01122500","MAM",0.613201,"OK"
3,"01122500","JJA",0.666265,"OK"
3,"01122500","Annual",0.73217,"OK"
1,"01123000","SON",0.568065,"OK"
1,"01123000","DJF",0.233528,"OK"
1,"01123000","MAM",0.404068,"OK"
1,"01123000","JJA",0.589307,"OK"
1,"01123000","Annual",0.604341,"OK"
2,"01123000","SON",0.275146,"OK"
2,"01123000","DJF",0.647553,"OK"
2,"01123000","MAM",0.627874,"OK"
2,"01123000","JJA",0.583557,"OK"
2,"01123000","Annual",0.723851,"OK"
3,"01123000","SON",0.444313,"OK"
3,"01123000","DJF",0.759107,"OK"
3,"01123000","MAM",0.595286,"OK"
3,"01123000","JJA",0.697777,"OK"
3,"01123000","Annual",0.781287,"OK"
1,"01124000","SON",0.559905,"OK"
1,"01124000","DJF",0.36381,"OK"
1,"01124000","MAM",0.356674,"OK"
1,"01124000","JJA",0.51558,"OK"
1,"01124000","Annual",0.765375,"OK"
2,"01124000","SON",0.746286,"OK"
2,"01124000","DJF",0.65325,"OK"
2,"01124000","MAM",0.507133,"OK"
2,"01124000","JJA",0.483513,"OK"
2,"01124000","Annual",0.709957,"OK"
3,"01124000","SON",0.683096,"OK"
3,"01124000","DJF",0.799972,"OK"
3,"01124000","MAM",0.480585,"OK"
3,"01124000","JJA",0.531535,"OK"
3,"01124000","Annual",0.745078,"OK"
1,"01124151","SON",NA,"nyr.Nevents.over.zero<5"
1,"01124151","DJF",0.377666,"OK"
1,"01124151","MAM",0.182542,"OK"
1,"01124151","JJA",0.551093,"OK"
1,"01124151","Annual",0.477093,"OK"
2,"01124151","SON",0.770615,"OK"
2,"01124151","DJF",0.713087,"OK"
2,"01124151","MAM",0.569184,"OK"
2,"01124151","JJA",0.669992,"OK"
2,"01124151","Annual",0.694349,"OK"
3,"01124151","SON",0.720427,"OK"
3,"01124151","DJF",0.78427,"OK"
3,"01124151","MAM",0.607694,"OK"
3,"01124151","JJA",0.572384,"OK"
3,"01124151","Annual",0.743138,"OK"
1,"01127000","SON",0.648385,"OK"
1,"01127000","DJF",0.242595,"OK"
1,"01127000","MAM",0.416453,"OK"
1,"01127000","JJA",0.192943,"OK"
1,"01127000","Annual",0.625874,"OK"
2,"01127000","SON",0.668918,"OK"
2,"01127000","DJF",0.731097,"OK"
2,"01127000","MAM",0.644285,"OK"
2,"01127000","JJA",0.535042,"OK"
2,"01127000","Annual",0.714803,"OK"
3,"01127000","SON",0.674511,"OK"
3,"01127000","DJF",0.746244,"OK"
3,"01127000","MAM",0.633841,"OK"
3,"01127000","JJA",0.628264,"OK"
3,"01127000","Annual",0.719986,"OK"
1,"01127500","SON",0.568489,"OK"
1,"01127500","DJF",0.490295,"OK"
1,"01127500","MAM",0.493988,"OK"
1,"01127500","JJA",-0.037831,"OK"
1,"01127500","Annual",0.639377,"OK"
2,"01127500","SON",0.505343,"OK"
2,"01127500","DJF",0.649055,"OK"
2,"01127500","MAM",0.441909,"OK"
2,"01127500","JJA",0.553392,"OK"
2,"01127500","Annual",0.68453,"OK"
3,"01127500","SON",0.400908,"OK"
3,"01127500","DJF",0.5605,"OK"
3,"01127500","MAM",0.58421,"OK"
3,"01127500","JJA",0.689566,"OK"
3,"01127500","Annual",0.766388,"OK"
1,"01129200","SON",0.534951,"OK"
1,"01129200","DJF",NA,"nyr.Nevents.over.zero<5"
1,"01129200","MAM",0.323689,"OK"
1,"01129200","JJA",0.424472,"OK"
1,"01129200","Annual",0.388457,"OK"
2,"01129200","SON",0.383966,"OK"
2,"01129200","DJF",0.124484,"OK"
2,"01129200","MAM",0.325074,"OK"
2,"01129200","JJA",0.253526,"OK"
2,"01129200","Annual",0.457542,"OK"
3,"01129200","SON",0.465298,"OK"
3,"01129200","DJF",0.191346,"OK"
3,"01129200","MAM",0.484136,"OK"
3,"01129200","JJA",0.414047,"OK"
3,"01129200","Annual",0.522207,"OK"
1,"01129500","SON",0.394019,"OK"
1,"01129500","DJF",0.362099,"OK"
1,"01129500","MAM",0.163677,"OK"
1,"01129500","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01129500","Annual",0.387635,"OK"
2,"01129500","SON",0.62362,"OK"
2,"01129500","DJF",0.305184,"OK"
2,"01129500","MAM",0.362677,"OK"
2,"01129500","JJA",0.476623,"OK"
2,"01129500","Annual",0.563711,"OK"
3,"01129500","SON",0.710539,"OK"
3,"01129500","DJF",0.235022,"OK"
3,"01129500","MAM",0.285349,"OK"
3,"01129500","JJA",0.367385,"OK"
3,"01129500","Annual",0.526119,"OK"
1,"01130000","SON",0.39248,"OK"
1,"01130000","DJF",NA,"nyr.Nevents.over.zero<5"
1,"01130000","MAM",0.358359,"OK"
1,"01130000","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01130000","Annual",0.47517,"OK"
2,"01130000","SON",0.569369,"OK"
2,"01130000","DJF",0.383364,"OK"
2,"01130000","MAM",0.341046,"OK"
2,"01130000","JJA",0.424391,"OK"
2,"01130000","Annual",0.524671,"OK"
3,"01130000","SON",0.635442,"OK"
3,"01130000","DJF",0.184228,"OK"
3,"01130000","MAM",0.344552,"OK"
3,"01130000","JJA",0.118425,"OK"
3,"01130000","Annual",0.571638,"OK"
1,"01131500","SON",0.394019,"OK"
1,"01131500","DJF",NA,"all.modeled.values.are.the.same"
1,"01131500","MAM",0.086695,"OK"
1,"01131500","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01131500","Annual",0.365618,"OK"
2,"01131500","SON",0.492836,"OK"
2,"01131500","DJF",NA,"all.modeled.values.are.the.same"
2,"01131500","MAM",0.371166,"OK"
2,"01131500","JJA",0.447564,"OK"
2,"01131500","Annual",0.484964,"OK"
3,"01131500","SON",0.719814,"OK"
3,"01131500","DJF",0.338251,"OK"
3,"01131500","MAM",NA,"all.modeled.values.are.the.same"
3,"01131500","JJA",0.267078,"OK"
3,"01131500","Annual",0.600919,"OK"
1,"01134500","SON",0.336175,"OK"
1,"01134500","DJF",0.394019,"OK"
1,"01134500","MAM",0.358045,"OK"
1,"01134500","JJA",0.422781,"OK"
1,"01134500","Annual",0.293585,"OK"
2,"01134500","SON",0.495459,"OK"
2,"01134500","DJF",0.317324,"OK"
2,"01134500","MAM",0.355512,"OK"
2,"01134500","JJA",0.196253,"OK"
2,"01134500","Annual",0.560291,"OK"
3,"01134500","SON",0.706529,"OK"
3,"01134500","DJF",0.141574,"OK"
3,"01134500","MAM",NA,"all.modeled.values.are.the.same"
3,"01134500","JJA",0.244761,"OK"
3,"01134500","Annual",0.587239,"OK"
1,"01135150","SON",NA,"nyr.Nevents.over.zero<5"
1,"01135150","DJF",NA,"nyr.Nevents.over.zero<5"
1,"01135150","MAM",0.524335,"OK"
1,"01135150","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01135150","Annual",0.583168,"OK"
2,"01135150","SON",0.574694,"OK"
2,"01135150","DJF",NA,"all.modeled.values.are.the.same"
2,"01135150","MAM",0.404671,"OK"
2,"01135150","JJA",0.567042,"OK"
2,"01135150","Annual",0.660126,"OK"
3,"01135150","SON",0.441567,"OK"
3,"01135150","DJF",NA,"all.modeled.values.are.the.same"
3,"01135150","MAM",0.455154,"OK"
3,"01135150","JJA",0.656066,"OK"
3,"01135150","Annual",0.489361,"OK"
1,"01135300","SON",NA,"nyr.Nevents.over.zero<5"
1,"01135300","DJF",NA,"nyr.Nevents.over.zero<5"
1,"01135300","MAM",0.559726,"OK"
1,"01135300","JJA",0.536591,"OK"
1,"01135300","Annual",0.591795,"OK"
2,"01135300","SON",0.49826,"OK"
2,"01135300","DJF",0.218673,"OK"
2,"01135300","MAM",0.475515,"OK"
2,"01135300","JJA",0.559431,"OK"
2,"01135300","Annual",0.506814,"OK"
3,"01135300","SON",0.590398,"OK"
3,"01135300","DJF",0.32615,"OK"
3,"01135300","MAM",0.476655,"OK"
3,"01135300","JJA",0.500743,"OK"
3,"01135300","Annual",0.793276,"OK"
1,"01135500","SON",0.42832,"OK"
1,"01135500","DJF",0.314539,"OK"
1,"01135500","MAM",0.288217,"OK"
1,"01135500","JJA",0.362099,"OK"
1,"01135500","Annual",0.400713,"OK"
2,"01135500","SON",0.602915,"OK"
2,"01135500","DJF",0.283565,"OK"
2,"01135500","MAM",0.322675,"OK"
2,"01135500","JJA",0.387203,"OK"
2,"01135500","Annual",0.538101,"OK"
3,"01135500","SON",0.733448,"OK"
3,"01135500","DJF",0.117477,"OK"
3,"01135500","MAM",0.307668,"OK"
3,"01135500","JJA",0.614535,"OK"
3,"01135500","Annual",0.658822,"OK"
1,"01137500","SON",0.357816,"OK"
1,"01137500","DJF",0.265216,"OK"
1,"01137500","MAM",0.297333,"OK"
1,"01137500","JJA",0.434789,"OK"
1,"01137500","Annual",0.377704,"OK"
2,"01137500","SON",0.570438,"OK"
2,"01137500","DJF",0.18955,"OK"
2,"01137500","MAM",0.264783,"OK"
2,"01137500","JJA",0.266038,"OK"
2,"01137500","Annual",0.409406,"OK"
3,"01137500","SON",0.599185,"OK"
3,"01137500","DJF",0.294724,"OK"
3,"01137500","MAM",NA,"all.modeled.values.are.the.same"
3,"01137500","JJA",0.330513,"OK"
3,"01137500","Annual",0.533542,"OK"
1,"01138500","SON",0.389045,"OK"
1,"01138500","DJF",0.361642,"OK"
1,"01138500","MAM",0.331073,"OK"
1,"01138500","JJA",0.393611,"OK"
1,"01138500","Annual",0.449216,"OK"
2,"01138500","SON",0.615575,"OK"
2,"01138500","DJF",0.295241,"OK"
2,"01138500","MAM",0.417014,"OK"
2,"01138500","JJA",0.63248,"OK"
2,"01138500","Annual",0.410763,"OK"
3,"01138500","SON",0.690953,"OK"
3,"01138500","DJF",0.346372,"OK"
3,"01138500","MAM",0.379455,"OK"
3,"01138500","JJA",0.410237,"OK"
3,"01138500","Annual",0.673131,"OK"
1,"01139000","SON",-0.037831,"OK"
1,"01139000","DJF",0.319597,"OK"
1,"01139000","MAM",0.35915,"OK"
1,"01139000","JJA",0.316491,"OK"
1,"01139000","Annual",0.49874,"OK"
2,"01139000","SON",0.676694,"OK"
2,"01139000","DJF",0.183477,"OK"
2,"01139000","MAM",0.292816,"OK"
2,"01139000","JJA",0.660958,"OK"
2,"01139000","Annual",0.597617,"OK"
3,"01139000","SON",0.732419,"OK"
3,"01139000","DJF",0.238226,"OK"
3,"01139000","MAM",0.429207,"OK"
3,"01139000","JJA",0.708709,"OK"
3,"01139000","Annual",0.691177,"OK"
1,"01139800","SON",NA,"nyr.Nevents.over.zero<5"
1,"01139800","DJF",NA,"all.modeled.values.are.the.same"
1,"01139800","MAM",NA,"all.modeled.values.are.the.same"
1,"01139800","JJA",0.250324,"OK"
1,"01139800","Annual",0.126445,"OK"
2,"01139800","SON",0.453006,"OK"
2,"01139800","DJF",0.264415,"OK"
2,"01139800","MAM",0.426632,"OK"
2,"01139800","JJA",0.228727,"OK"
2,"01139800","Annual",0.543296,"OK"
3,"01139800","SON",0.767849,"OK"
3,"01139800","DJF",0.502589,"OK"
3,"01139800","MAM",0.239348,"OK"
3,"01139800","JJA",0.334089,"OK"
3,"01139800","Annual",0.450399,"OK"
1,"01142500","SON",-0.031957,"OK"
1,"01142500","DJF",NA,"all.modeled.values.are.the.same"
1,"01142500","MAM",0.234482,"OK"
1,"01142500","JJA",0.686305,"OK"
1,"01142500","Annual",0.342865,"OK"
2,"01142500","SON",0.537852,"OK"
2,"01142500","DJF",0.109004,"OK"
2,"01142500","MAM",0.393025,"OK"
2,"01142500","JJA",0.457648,"OK"
2,"01142500","Annual",0.595471,"OK"
3,"01142500","SON",0.696687,"OK"
3,"01142500","DJF",0.246614,"OK"
3,"01142500","MAM",0.519693,"OK"
3,"01142500","JJA",0.595232,"OK"
3,"01142500","Annual",0.687915,"OK"
1,"01144000","SON",NA,"nyr.Nevents.over.zero<5"
1,"01144000","DJF",NA,"all.modeled.values.are.the.same"
1,"01144000","MAM",0.332162,"OK"
1,"01144000","JJA",0.394019,"OK"
1,"01144000","Annual",0.409516,"OK"
2,"01144000","SON",0.60432,"OK"
2,"01144000","DJF",0.11078,"OK"
2,"01144000","MAM",0.267831,"OK"
2,"01144000","JJA",0.665363,"OK"
2,"01144000","Annual",0.585458,"OK"
3,"01144000","SON",0.670722,"OK"
3,"01144000","DJF",0.206951,"OK"
3,"01144000","MAM",0.53637,"OK"
3,"01144000","JJA",0.524928,"OK"
3,"01144000","Annual",0.739291,"OK"
1,"01144500","SON",0.427486,"OK"
1,"01144500","DJF",0.477767,"OK"
1,"01144500","MAM",0.338834,"OK"
1,"01144500","JJA",0.393398,"OK"
1,"01144500","Annual",0.536423,"OK"
2,"01144500","SON",0.45275,"OK"
2,"01144500","DJF",0.10527,"OK"
2,"01144500","MAM",0.346731,"OK"
2,"01144500","JJA",0.586056,"OK"
2,"01144500","Annual",0.580029,"OK"
3,"01144500","SON",0.606596,"OK"
3,"01144500","DJF",0.280412,"OK"
3,"01144500","MAM",0.432271,"OK"
3,"01144500","JJA",0.599382,"OK"
3,"01144500","Annual",0.755147,"OK"
1,"01150900","SON",NA,"nyr.Nevents.over.zero<5"
1,"01150900","DJF",NA,"all.modeled.values.are.the.same"
1,"01150900","MAM",NA,"all.modeled.values.are.the.same"
1,"01150900","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01150900","Annual",NA,"all.modeled.values.are.the.same"
2,"01150900","SON",0.338681,"OK"
2,"01150900","DJF",NA,"all.modeled.values.are.the.same"
2,"01150900","MAM",NA,"all.modeled.values.are.the.same"
2,"01150900","JJA",NA,"nyr.Nevents.over.zero<5"
2,"01150900","Annual",0.040971,"OK"
3,"01150900","SON",0.410875,"OK"
3,"01150900","DJF",NA,"all.modeled.values.are.the.same"
3,"01150900","MAM",NA,"all.modeled.values.are.the.same"
3,"01150900","JJA",0.14771,"OK"
3,"01150900","Annual",0.49557,"OK"
1,"01151500","SON",0.42832,"OK"
1,"01151500","DJF",0.210344,"OK"
1,"01151500","MAM",0.367206,"OK"
1,"01151500","JJA",0.362099,"OK"
1,"01151500","Annual",0.44722,"OK"
2,"01151500","SON",0.444067,"OK"
2,"01151500","DJF",0.081268,"OK"
2,"01151500","MAM",-0.032977,"OK"
2,"01151500","JJA",0.423573,"OK"
2,"01151500","Annual",0.605971,"OK"
3,"01151500","SON",0.65347,"OK"
3,"01151500","DJF",0.436686,"OK"
3,"01151500","MAM",0.34531,"OK"
3,"01151500","JJA",0.356808,"OK"
3,"01151500","Annual",0.710735,"OK"
1,"01152500","SON",0.394287,"OK"
1,"01152500","DJF",-0.040748,"OK"
1,"01152500","MAM",0.345697,"OK"
1,"01152500","JJA",0.648684,"OK"
1,"01152500","Annual",0.596859,"OK"
2,"01152500","SON",0.256498,"OK"
2,"01152500","DJF",0.461484,"OK"
2,"01152500","MAM",0.657471,"OK"
2,"01152500","JJA",0.539098,"OK"
2,"01152500","Annual",0.71044,"OK"
3,"01152500","SON",0.541029,"OK"
3,"01152500","DJF",0.450361,"OK"
3,"01152500","MAM",0.545727,"OK"
3,"01152500","JJA",0.500671,"OK"
3,"01152500","Annual",0.763759,"OK"
1,"01153550","SON",0.542326,"OK"
1,"01153550","DJF",NA,"all.modeled.values.are.the.same"
1,"01153550","MAM",NA,"all.modeled.values.are.the.same"
1,"01153550","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01153550","Annual",0.224396,"OK"
2,"01153550","SON",0.456078,"OK"
2,"01153550","DJF",0.437384,"OK"
2,"01153550","MAM",0.224864,"OK"
2,"01153550","JJA",NA,"nyr.Nevents.over.zero<5"
2,"01153550","Annual",0.656716,"OK"
3,"01153550","SON",0.718262,"OK"
3,"01153550","DJF",0.379722,"OK"
3,"01153550","MAM",0.417849,"OK"
3,"01153550","JJA",0.500834,"OK"
3,"01153550","Annual",0.710574,"OK"
1,"01154500","SON",NA,"nyr.Nevents.over.zero<5"
1,"01154500","DJF",NA,"all.modeled.values.are.the.same"
1,"01154500","MAM",0.329085,"OK"
1,"01154500","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01154500","Annual",0.221775,"OK"
2,"01154500","SON",0.528113,"OK"
2,"01154500","DJF",0.413348,"OK"
2,"01154500","MAM",0.349486,"OK"
2,"01154500","JJA",0.552417,"OK"
2,"01154500","Annual",0.576588,"OK"
3,"01154500","SON",0.573742,"OK"
3,"01154500","DJF",0.367473,"OK"
3,"01154500","MAM",0.434732,"OK"
3,"01154500","JJA",0.653293,"OK"
3,"01154500","Annual",0.646309,"OK"
1,"01155500","SON",0.227454,"OK"
1,"01155500","DJF",-0.047668,"OK"
1,"01155500","MAM",NA,"all.modeled.values.are.the.same"
1,"01155500","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01155500","Annual",0.123514,"OK"
2,"01155500","SON",0.44094,"OK"
2,"01155500","DJF",0.433481,"OK"
2,"01155500","MAM",0.218838,"OK"
2,"01155500","JJA",-0.047668,"OK"
2,"01155500","Annual",0.523437,"OK"
3,"01155500","SON",0.685076,"OK"
3,"01155500","DJF",0.377757,"OK"
3,"01155500","MAM",0.419346,"OK"
3,"01155500","JJA",0.388966,"OK"
3,"01155500","Annual",0.583198,"OK"
1,"01158000","SON",0.383738,"OK"
1,"01158000","DJF",0.203914,"OK"
1,"01158000","MAM",NA,"all.modeled.values.are.the.same"
1,"01158000","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01158000","Annual",0.214168,"OK"
2,"01158000","SON",0.540686,"OK"
2,"01158000","DJF",0.091148,"OK"
2,"01158000","MAM",NA,"all.modeled.values.are.the.same"
2,"01158000","JJA",0.694178,"OK"
2,"01158000","Annual",0.531352,"OK"
3,"01158000","SON",0.557531,"OK"
3,"01158000","DJF",0.291349,"OK"
3,"01158000","MAM",0.254846,"OK"
3,"01158000","JJA",0.645401,"OK"
3,"01158000","Annual",0.635623,"OK"
1,"01161000","SON",0.472003,"OK"
1,"01161000","DJF",NA,"all.modeled.values.are.the.same"
1,"01161000","MAM",0.529065,"OK"
1,"01161000","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01161000","Annual",0.505586,"OK"
2,"01161000","SON",0.630595,"OK"
2,"01161000","DJF",0.444622,"OK"
2,"01161000","MAM",0.441599,"OK"
2,"01161000","JJA",0.472003,"OK"
2,"01161000","Annual",0.57531,"OK"
3,"01161000","SON",0.652448,"OK"
3,"01161000","DJF",0.630214,"OK"
3,"01161000","MAM",0.468656,"OK"
3,"01161000","JJA",0.259901,"OK"
3,"01161000","Annual",0.685236,"OK"
1,"01162000","SON",0.471629,"OK"
1,"01162000","DJF",0.177878,"OK"
1,"01162000","MAM",0.448715,"OK"
1,"01162000","JJA",0.478714,"OK"
1,"01162000","Annual",0.465559,"OK"
2,"01162000","SON",0.573961,"OK"
2,"01162000","DJF",0.369019,"OK"
2,"01162000","MAM",0.589554,"OK"
2,"01162000","JJA",0.425543,"OK"
2,"01162000","Annual",0.520478,"OK"
3,"01162000","SON",0.674905,"OK"
3,"01162000","DJF",0.586574,"OK"
3,"01162000","MAM",0.602536,"OK"
3,"01162000","JJA",0.512102,"OK"
3,"01162000","Annual",0.790075,"OK"
1,"01162500","SON",0.278021,"OK"
1,"01162500","DJF",NA,"all.modeled.values.are.the.same"
1,"01162500","MAM",0.405168,"OK"
1,"01162500","JJA",0.515629,"OK"
1,"01162500","Annual",0.448553,"OK"
2,"01162500","SON",0.595315,"OK"
2,"01162500","DJF",0.595706,"OK"
2,"01162500","MAM",0.367351,"OK"
2,"01162500","JJA",0.511722,"OK"
2,"01162500","Annual",0.530379,"OK"
3,"01162500","SON",0.7405,"OK"
3,"01162500","DJF",0.504786,"OK"
3,"01162500","MAM",0.468664,"OK"
3,"01162500","JJA",0.46133,"OK"
3,"01162500","Annual",0.669076,"OK"
1,"01163200","SON",0.440779,"OK"
1,"01163200","DJF",0.202458,"OK"
1,"01163200","MAM",0.119289,"OK"
1,"01163200","JJA",NA,"all.modeled.values.are.the.same"
1,"01163200","Annual",0.532746,"OK"
2,"01163200","SON",0.615716,"OK"
2,"01163200","DJF",0.606239,"OK"
2,"01163200","MAM",0.531585,"OK"
2,"01163200","JJA",0.389957,"OK"
2,"01163200","Annual",0.524289,"OK"
3,"01163200","SON",0.581769,"OK"
3,"01163200","DJF",0.729637,"OK"
3,"01163200","MAM",0.295409,"OK"
3,"01163200","JJA",0.475312,"OK"
3,"01163200","Annual",0.591287,"OK"
1,"01166500","SON",0.499676,"OK"
1,"01166500","DJF",0.204121,"OK"
1,"01166500","MAM",0.438326,"OK"
1,"01166500","JJA",0.434789,"OK"
1,"01166500","Annual",0.481836,"OK"
2,"01166500","SON",0.636229,"OK"
2,"01166500","DJF",0.510166,"OK"
2,"01166500","MAM",0.646596,"OK"
2,"01166500","JJA",0.314539,"OK"
2,"01166500","Annual",0.675902,"OK"
3,"01166500","SON",0.643636,"OK"
3,"01166500","DJF",0.65174,"OK"
3,"01166500","MAM",0.527231,"OK"
3,"01166500","JJA",0.372301,"OK"
3,"01166500","Annual",0.792106,"OK"
1,"01168500","SON",0.669146,"OK"
1,"01168500","DJF",-0.065881,"OK"
1,"01168500","MAM",0.567518,"OK"
1,"01168500","JJA",0.398862,"OK"
1,"01168500","Annual",0.63588,"OK"
2,"01168500","SON",0.577878,"OK"
2,"01168500","DJF",0.477237,"OK"
2,"01168500","MAM",0.557629,"OK"
2,"01168500","JJA",0.498466,"OK"
2,"01168500","Annual",0.674723,"OK"
3,"01168500","SON",0.662303,"OK"
3,"01168500","DJF",0.438091,"OK"
3,"01168500","MAM",0.412707,"OK"
3,"01168500","JJA",0.438305,"OK"
3,"01168500","Annual",0.728085,"OK"
1,"01169000","SON",0.458413,"OK"
1,"01169000","DJF",-0.061966,"OK"
1,"01169000","MAM",0.489683,"OK"
1,"01169000","JJA",NA,"all.modeled.values.are.the.same"
1,"01169000","Annual",0.504371,"OK"
2,"01169000","SON",0.493592,"OK"
2,"01169000","DJF",0.305954,"OK"
2,"01169000","MAM",0.572364,"OK"
2,"01169000","JJA",0.618275,"OK"
2,"01169000","Annual",0.691553,"OK"
3,"01169000","SON",0.673823,"OK"
3,"01169000","DJF",0.379152,"OK"
3,"01169000","MAM",0.410334,"OK"
3,"01169000","JJA",0.573043,"OK"
3,"01169000","Annual",0.665078,"OK"
1,"01169900","SON",0.536376,"OK"
1,"01169900","DJF",0.097032,"OK"
1,"01169900","MAM",0.322544,"OK"
1,"01169900","JJA",NA,"nyr.Nevents.over.zero<5"
1,"01169900","Annual",0.391585,"OK"
2,"01169900","SON",0.684094,"OK"
2,"01169900","DJF",0.252546,"OK"
2,"01169900","MAM",0.338121,"OK"
2,"01169900","JJA",-0.06276,"OK"
2,"01169900","Annual",0.471728,"OK"
3,"01169900","SON",0.715144,"OK"
3,"01169900","DJF",0.505498,"OK"
3,"01169900","MAM",0.490468,"OK"
3,"01169900","JJA",0.332974,"OK"
3,"01169900","Annual",0.565818,"OK"
1,"01170000","SON",0.562979,"OK"
1,"01170000","DJF",-0.069568,"OK"
1,"01170000","MAM",0.587182,"OK"
1,"01170000","JJA",0.2801,"OK"
1,"01170000","Annual",0.556529,"OK"
2,"01170000","SON",0.642638,"OK"
2,"01170000","DJF",0.367999,"OK"
2,"01170000","MAM",0.569835,"OK"
2,"01170000","JJA",0.550509,"OK"
2,"01170000","Annual",0.684521,"OK"
3,"01170000","SON",0.542861,"OK"
3,"01170000","DJF",0.480895,"OK"
