"NPOT.per.yr","Site.name","Season","corr_spearman","Memo"
2,"02069700","JJA",0.569978,"OK"
2,"02069700","Annual",0.784434,"OK"
3,"02069700","SON",0.69966,"OK"
3,"02069700","DJF",0.596438,"OK"
3,"02069700","MAM",0.699674,"OK"
3,"02069700","JJA",0.584077,"OK"
3,"02069700","Annual",0.828781,"OK"
1,"02070000","SON",0.604065,"OK"
1,"02070000","DJF",0.345033,"OK"
1,"02070000","MAM",0.432839,"OK"
1,"02070000","JJA",0.447903,"OK"
1,"02070000","Annual",0.621349,"OK"
2,"02070000","SON",0.642582,"OK"
2,"02070000","DJF",0.468352,"OK"
2,"02070000","MAM",0.563135,"OK"
2,"02070000","JJA",0.385782,"OK"
2,"02070000","Annual",0.710343,"OK"
3,"02070000","SON",0.626691,"OK"
3,"02070000","DJF",0.458721,"OK"
3,"02070000","MAM",0.583286,"OK"
3,"02070000","JJA",0.570795,"OK"
3,"02070000","Annual",0.732709,"OK"
1,"02071000","SON",0.560439,"OK"
1,"02071000","DJF",0.524859,"OK"
1,"02071000","MAM",0.245091,"OK"
1,"02071000","JJA",-0.034766,"OK"
1,"02071000","Annual",0.513467,"OK"
2,"02071000","SON",0.506379,"OK"
2,"02071000","DJF",0.533258,"OK"
2,"02071000","MAM",0.473607,"OK"
2,"02071000","JJA",0.367117,"OK"
2,"02071000","Annual",0.603454,"OK"
3,"02071000","SON",0.56559,"OK"
3,"02071000","DJF",0.620396,"OK"
3,"02071000","MAM",0.650151,"OK"
3,"02071000","JJA",0.431227,"OK"
3,"02071000","Annual",0.744364,"OK"
1,"02072000","SON",0.400909,"OK"
1,"02072000","DJF",0.182413,"OK"
1,"02072000","MAM",0.52394,"OK"
1,"02072000","JJA",0.470738,"OK"
1,"02072000","Annual",0.543292,"OK"
2,"02072000","SON",0.709006,"OK"
2,"02072000","DJF",0.523977,"OK"
2,"02072000","MAM",0.707699,"OK"
2,"02072000","JJA",0.631234,"OK"
2,"02072000","Annual",0.712616,"OK"
3,"02072000","SON",0.708433,"OK"
3,"02072000","DJF",0.484223,"OK"
3,"02072000","MAM",0.661477,"OK"
3,"02072000","JJA",0.538779,"OK"
3,"02072000","Annual",0.739433,"OK"
1,"02072500","SON",0.568525,"OK"
1,"02072500","DJF",-0.051379,"OK"
1,"02072500","MAM",0.431233,"OK"
1,"02072500","JJA",0.500014,"OK"
1,"02072500","Annual",0.558152,"OK"
2,"02072500","SON",0.694855,"OK"
2,"02072500","DJF",0.576291,"OK"
2,"02072500","MAM",0.693991,"OK"
2,"02072500","JJA",0.623136,"OK"
2,"02072500","Annual",0.745428,"OK"
3,"02072500","SON",0.740832,"OK"
3,"02072500","DJF",0.48766,"OK"
3,"02072500","MAM",0.605962,"OK"
3,"02072500","JJA",0.602558,"OK"
3,"02072500","Annual",0.749797,"OK"
1,"02073000","SON",0.58588,"OK"
1,"02073000","DJF",0.468464,"OK"
1,"02073000","MAM",0.463287,"OK"
1,"02073000","JJA",0.202975,"OK"
1,"02073000","Annual",0.536162,"OK"
2,"02073000","SON",0.709595,"OK"
2,"02073000","DJF",0.462041,"OK"
2,"02073000","MAM",0.581948,"OK"
2,"02073000","JJA",0.436262,"OK"
2,"02073000","Annual",0.738855,"OK"
3,"02073000","SON",0.659173,"OK"
3,"02073000","DJF",0.58317,"OK"
3,"02073000","MAM",0.640778,"OK"
3,"02073000","JJA",0.659592,"OK"
3,"02073000","Annual",0.777398,"OK"
1,"02074000","SON",0.560439,"OK"
1,"02074000","DJF",0.454998,"OK"
1,"02074000","MAM",0.547846,"OK"
1,"02074000","JJA",0.342782,"OK"
1,"02074000","Annual",0.550991,"OK"
2,"02074000","SON",0.665816,"OK"
2,"02074000","DJF",0.455657,"OK"
2,"02074000","MAM",0.5936,"OK"
2,"02074000","JJA",0.315828,"OK"
2,"02074000","Annual",0.69014,"OK"
3,"02074000","SON",0.635245,"OK"
3,"02074000","DJF",0.527714,"OK"
3,"02074000","MAM",0.54056,"OK"
3,"02074000","JJA",0.452919,"OK"
3,"02074000","Annual",0.62301,"OK"
1,"02074500","SON",0.478968,"OK"
1,"02074500","DJF",0.479742,"OK"
1,"02074500","MAM",0.536144,"OK"
1,"02074500","JJA",-0.040748,"OK"
1,"02074500","Annual",0.643332,"OK"
2,"02074500","SON",0.549975,"OK"
2,"02074500","DJF",0.611441,"OK"
2,"02074500","MAM",0.581494,"OK"
2,"02074500","JJA",0.338735,"OK"
2,"02074500","Annual",0.715522,"OK"
3,"02074500","SON",0.61087,"OK"
3,"02074500","DJF",0.635429,"OK"
3,"02074500","MAM",0.574318,"OK"
3,"02074500","JJA",0.495825,"OK"
3,"02074500","Annual",0.70913,"OK"
1,"02075500","SON",0.589845,"OK"
1,"02075500","DJF",0.497783,"OK"
1,"02075500","MAM",0.591748,"OK"
1,"02075500","JJA",NA,"nyr.Nevents.over.zero<5"
1,"02075500","Annual",0.644064,"OK"
2,"02075500","SON",0.497727,"OK"
2,"02075500","DJF",0.621059,"OK"
2,"02075500","MAM",0.58115,"OK"
2,"02075500","JJA",0.43598,"OK"
2,"02075500","Annual",0.718558,"OK"
3,"02075500","SON",0.604827,"OK"
3,"02075500","DJF",0.634516,"OK"
3,"02075500","MAM",0.568457,"OK"
3,"02075500","JJA",0.426272,"OK"
3,"02075500","Annual",0.72228,"OK"
1,"02077000","SON",0.380477,"OK"
1,"02077000","DJF",0.537329,"OK"
1,"02077000","MAM",0.680264,"OK"
1,"02077000","JJA",0.434613,"OK"
1,"02077000","Annual",0.643557,"OK"
2,"02077000","SON",0.495622,"OK"
2,"02077000","DJF",0.607045,"OK"
2,"02077000","MAM",0.598748,"OK"
2,"02077000","JJA",0.492172,"OK"
2,"02077000","Annual",0.821637,"OK"
3,"02077000","SON",0.524012,"OK"
3,"02077000","DJF",0.665356,"OK"
3,"02077000","MAM",0.590896,"OK"
3,"02077000","JJA",0.390988,"OK"
3,"02077000","Annual",0.795369,"OK"
1,"02077200","SON",0.630018,"OK"
1,"02077200","DJF",0.341394,"OK"
1,"02077200","MAM",0.392305,"OK"
1,"02077200","JJA",0.164712,"OK"
1,"02077200","Annual",0.405827,"OK"
2,"02077200","SON",0.549463,"OK"
2,"02077200","DJF",0.480257,"OK"
2,"02077200","MAM",0.562063,"OK"
2,"02077200","JJA",0.436622,"OK"
2,"02077200","Annual",0.494329,"OK"
3,"02077200","SON",0.536558,"OK"
3,"02077200","DJF",0.504931,"OK"
3,"02077200","MAM",0.599838,"OK"
3,"02077200","JJA",0.431529,"OK"
3,"02077200","Annual",0.618232,"OK"
1,"02077303","SON",-0.090324,"OK"
1,"02077303","DJF",0.343451,"OK"
1,"02077303","MAM",0.607563,"OK"
1,"02077303","JJA",NA,"nyr.Nevents.over.zero<5"
1,"02077303","Annual",0.711117,"OK"
2,"02077303","SON",0.687837,"OK"
2,"02077303","DJF",0.574888,"OK"
2,"02077303","MAM",0.520848,"OK"
2,"02077303","JJA",0.419193,"OK"
2,"02077303","Annual",0.637553,"OK"
3,"02077303","SON",0.701542,"OK"
3,"02077303","DJF",0.68862,"OK"
3,"02077303","MAM",0.644161,"OK"
3,"02077303","JJA",0.36007,"OK"
3,"02077303","Annual",0.733046,"OK"
1,"02077500","SON",0.386331,"OK"
1,"02077500","DJF",0.28033,"OK"
1,"02077500","MAM",0.564541,"OK"
1,"02077500","JJA",0.24461,"OK"
1,"02077500","Annual",0.498543,"OK"
2,"02077500","SON",0.595621,"OK"
2,"02077500","DJF",0.564826,"OK"
2,"02077500","MAM",0.553114,"OK"
2,"02077500","JJA",0.337702,"OK"
2,"02077500","Annual",0.696694,"OK"
3,"02077500","SON",0.692161,"OK"
3,"02077500","DJF",0.529982,"OK"
3,"02077500","MAM",0.607458,"OK"
3,"02077500","JJA",0.517511,"OK"
3,"02077500","Annual",0.698713,"OK"
1,"02077670","SON",NA,"nyr.Nevents.over.zero<5"
1,"02077670","DJF",0.753059,"OK"
1,"02077670","MAM",0.53269,"OK"
1,"02077670","JJA",0.609994,"OK"
1,"02077670","Annual",0.551584,"OK"
2,"02077670","SON",0.364818,"OK"
2,"02077670","DJF",0.574546,"OK"
2,"02077670","MAM",0.56094,"OK"
2,"02077670","JJA",0.679837,"OK"
2,"02077670","Annual",0.621706,"OK"
3,"02077670","SON",0.554084,"OK"
3,"02077670","DJF",0.588143,"OK"
3,"02077670","MAM",0.590697,"OK"
3,"02077670","JJA",0.150754,"OK"
3,"02077670","Annual",0.670037,"OK"
1,"02079640","SON",0.632957,"OK"
1,"02079640","DJF",0.238971,"OK"
1,"02079640","MAM",0.635612,"OK"
1,"02079640","JJA",NA,"nyr.Nevents.over.zero<5"
1,"02079640","Annual",0.663409,"OK"
2,"02079640","SON",0.647744,"OK"
2,"02079640","DJF",0.364783,"OK"
2,"02079640","MAM",0.628224,"OK"
2,"02079640","JJA",0.288675,"OK"
2,"02079640","Annual",0.720837,"OK"
3,"02079640","SON",0.634894,"OK"
3,"02079640","DJF",0.51317,"OK"
3,"02079640","MAM",0.591912,"OK"
3,"02079640","JJA",0.339694,"OK"
3,"02079640","Annual",0.679302,"OK"
1,"02080500","SON",0.467884,"OK"
1,"02080500","DJF",0.420011,"OK"
1,"02080500","MAM",0.325588,"OK"
1,"02080500","JJA",0.151859,"OK"
1,"02080500","Annual",0.527999,"OK"
2,"02080500","SON",0.456089,"OK"
2,"02080500","DJF",0.469497,"OK"
2,"02080500","MAM",0.44128,"OK"
2,"02080500","JJA",0.527667,"OK"
2,"02080500","Annual",0.653325,"OK"
3,"02080500","SON",0.494316,"OK"
3,"02080500","DJF",0.338353,"OK"
3,"02080500","MAM",0.381721,"OK"
3,"02080500","JJA",0.553457,"OK"
3,"02080500","Annual",0.610806,"OK"
1,"0208111310","SON",0.568287,"OK"
1,"0208111310","DJF",0.609698,"OK"
1,"0208111310","MAM",0.475191,"OK"
1,"0208111310","JJA",0.410374,"OK"
1,"0208111310","Annual",0.648226,"OK"
2,"0208111310","SON",0.668387,"OK"
2,"0208111310","DJF",0.73409,"OK"
2,"0208111310","MAM",0.467071,"OK"
2,"0208111310","JJA",0.594671,"OK"
2,"0208111310","Annual",0.720303,"OK"
3,"0208111310","SON",0.449498,"OK"
3,"0208111310","DJF",0.646622,"OK"
3,"0208111310","MAM",0.405848,"OK"
3,"0208111310","JJA",0.627841,"OK"
3,"0208111310","Annual",0.450109,"OK"
1,"02081500","SON",0.562055,"OK"
1,"02081500","DJF",0.486436,"OK"
1,"02081500","MAM",0.540219,"OK"
1,"02081500","JJA",NA,"all.modeled.values.are.the.same"
1,"02081500","Annual",0.55757,"OK"
2,"02081500","SON",0.600117,"OK"
2,"02081500","DJF",0.705506,"OK"
2,"02081500","MAM",0.548956,"OK"
2,"02081500","JJA",0.289344,"OK"
2,"02081500","Annual",0.611233,"OK"
3,"02081500","SON",0.686817,"OK"
3,"02081500","DJF",0.674549,"OK"
3,"02081500","MAM",0.502962,"OK"
3,"02081500","JJA",0.389369,"OK"
3,"02081500","Annual",0.627297,"OK"
1,"02081747","SON",0.633859,"OK"
1,"02081747","DJF",0.448942,"OK"
1,"02081747","MAM",0.348293,"OK"
1,"02081747","JJA",NA,"all.modeled.values.are.the.same"
1,"02081747","Annual",0.642616,"OK"
2,"02081747","SON",0.713264,"OK"
2,"02081747","DJF",0.638561,"OK"
2,"02081747","MAM",0.758877,"OK"
2,"02081747","JJA",-0.068326,"OK"
2,"02081747","Annual",0.624213,"OK"
3,"02081747","SON",0.651314,"OK"
3,"02081747","DJF",0.658554,"OK"
3,"02081747","MAM",0.574161,"OK"
3,"02081747","JJA",0.523996,"OK"
3,"02081747","Annual",0.660198,"OK"
1,"02082585","SON",0.383974,"OK"
1,"02082585","DJF",0.484165,"OK"
1,"02082585","MAM",0.26403,"OK"
1,"02082585","JJA",NA,"all.modeled.values.are.the.same"
1,"02082585","Annual",0.6039,"OK"
2,"02082585","SON",0.593808,"OK"
2,"02082585","DJF",0.577846,"OK"
2,"02082585","MAM",0.662602,"OK"
2,"02082585","JJA",0.350165,"OK"
2,"02082585","Annual",0.654934,"OK"
3,"02082585","SON",0.733572,"OK"
3,"02082585","DJF",0.642867,"OK"
3,"02082585","MAM",0.521521,"OK"
3,"02082585","JJA",0.581073,"OK"
3,"02082585","Annual",0.717194,"OK"
1,"02082770","SON",0.319335,"OK"
1,"02082770","DJF",0.422626,"OK"
1,"02082770","MAM",0.329575,"OK"
1,"02082770","JJA",0.178907,"OK"
1,"02082770","Annual",0.47291,"OK"
2,"02082770","SON",0.375605,"OK"
2,"02082770","DJF",0.590068,"OK"
2,"02082770","MAM",0.523372,"OK"
2,"02082770","JJA",0.47542,"OK"
2,"02082770","Annual",0.494421,"OK"
3,"02082770","SON",0.67261,"OK"
3,"02082770","DJF",0.555959,"OK"
3,"02082770","MAM",0.477982,"OK"
3,"02082770","JJA",0.549714,"OK"
3,"02082770","Annual",0.547941,"OK"
1,"02082950","SON",0.233017,"OK"
1,"02082950","DJF",0.235686,"OK"
1,"02082950","MAM",0.322298,"OK"
1,"02082950","JJA",-0.055165,"OK"
1,"02082950","Annual",0.48135,"OK"
2,"02082950","SON",0.666519,"OK"
2,"02082950","DJF",0.544258,"OK"
2,"02082950","MAM",0.57221,"OK"
2,"02082950","JJA",0.268029,"OK"
2,"02082950","Annual",0.578308,"OK"
3,"02082950","SON",0.778379,"OK"
3,"02082950","DJF",0.46064,"OK"
3,"02082950","MAM",0.610495,"OK"
3,"02082950","JJA",0.487327,"OK"
3,"02082950","Annual",0.563648,"OK"
1,"02083000","SON",0.244624,"OK"
1,"02083000","DJF",0.372631,"OK"
1,"02083000","MAM",0.437949,"OK"
1,"02083000","JJA",-0.054031,"OK"
1,"02083000","Annual",0.544103,"OK"
2,"02083000","SON",0.682181,"OK"
2,"02083000","DJF",0.480004,"OK"
2,"02083000","MAM",0.486381,"OK"
2,"02083000","JJA",0.371878,"OK"
2,"02083000","Annual",0.563818,"OK"
3,"02083000","SON",0.746828,"OK"
3,"02083000","DJF",0.4877,"OK"
3,"02083000","MAM",0.529684,"OK"
3,"02083000","JJA",0.499885,"OK"
3,"02083000","Annual",0.619673,"OK"
1,"02083500","SON",0.324212,"OK"
1,"02083500","DJF",0.244197,"OK"
1,"02083500","MAM",0.422601,"OK"
1,"02083500","JJA",NA,"all.modeled.values.are.the.same"
1,"02083500","Annual",0.455824,"OK"
2,"02083500","SON",0.561153,"OK"
2,"02083500","DJF",0.463847,"OK"
2,"02083500","MAM",0.569855,"OK"
2,"02083500","JJA",0.34184,"OK"
2,"02083500","Annual",0.512173,"OK"
3,"02083500","SON",0.666513,"OK"
3,"02083500","DJF",0.569591,"OK"
3,"02083500","MAM",0.602015,"OK"
3,"02083500","JJA",0.629353,"OK"
3,"02083500","Annual",0.662095,"OK"
1,"02084160","SON",0.450368,"OK"
1,"02084160","DJF",0.303539,"OK"
1,"02084160","MAM",0.348466,"OK"
1,"02084160","JJA",0.321131,"OK"
1,"02084160","Annual",0.717215,"OK"
2,"02084160","SON",0.67104,"OK"
2,"02084160","DJF",0.479563,"OK"
2,"02084160","MAM",0.300811,"OK"
2,"02084160","JJA",0.328927,"OK"
2,"02084160","Annual",0.608228,"OK"
3,"02084160","SON",0.580898,"OK"
3,"02084160","DJF",0.601333,"OK"
3,"02084160","MAM",0.712015,"OK"
3,"02084160","JJA",0.230605,"OK"
3,"02084160","Annual",0.704616,"OK"
1,"02085000","SON",0.509854,"OK"
1,"02085000","DJF",0.442163,"OK"
1,"02085000","MAM",0.425172,"OK"
1,"02085000","JJA",NA,"all.modeled.values.are.the.same"
1,"02085000","Annual",0.574735,"OK"
2,"02085000","SON",0.513142,"OK"
2,"02085000","DJF",0.572206,"OK"
2,"02085000","MAM",0.495713,"OK"
2,"02085000","JJA",-0.077768,"OK"
2,"02085000","Annual",0.50324,"OK"
3,"02085000","SON",0.545164,"OK"
3,"02085000","DJF",0.683044,"OK"
3,"02085000","MAM",0.387858,"OK"
3,"02085000","JJA",0.491327,"OK"
3,"02085000","Annual",0.701362,"OK"
1,"02085070","SON",0.509707,"OK"
1,"02085070","DJF",0.446083,"OK"
1,"02085070","MAM",0.36542,"OK"
1,"02085070","JJA",-0.064078,"OK"
1,"02085070","Annual",0.494598,"OK"
2,"02085070","SON",0.583331,"OK"
2,"02085070","DJF",0.6156,"OK"
2,"02085070","MAM",0.450179,"OK"
2,"02085070","JJA",0.430762,"OK"
2,"02085070","Annual",0.669573,"OK"
3,"02085070","SON",0.684902,"OK"
3,"02085070","DJF",0.721441,"OK"
3,"02085070","MAM",0.543662,"OK"
3,"02085070","JJA",0.563473,"OK"
3,"02085070","Annual",0.668762,"OK"
1,"0208521324","SON",0.474539,"OK"
1,"0208521324","DJF",0.477807,"OK"
1,"0208521324","MAM",0.479006,"OK"
1,"0208521324","JJA",NA,"nyr.Nevents.over.zero<5"
1,"0208521324","Annual",0.668207,"OK"
2,"0208521324","SON",0.634325,"OK"
2,"0208521324","DJF",0.74252,"OK"
2,"0208521324","MAM",0.715676,"OK"
2,"0208521324","JJA",0.672351,"OK"
2,"0208521324","Annual",0.716356,"OK"
3,"0208521324","SON",0.68007,"OK"
3,"0208521324","DJF",0.652861,"OK"
3,"0208521324","MAM",0.664148,"OK"
3,"0208521324","JJA",0.594794,"OK"
3,"0208521324","Annual",0.75072,"OK"
1,"02085500","SON",0.360818,"OK"
1,"02085500","DJF",0.430627,"OK"
1,"02085500","MAM",0.565692,"OK"
1,"02085500","JJA",NA,"all.modeled.values.are.the.same"
1,"02085500","Annual",0.392041,"OK"
2,"02085500","SON",0.594816,"OK"
2,"02085500","DJF",0.617596,"OK"
2,"02085500","MAM",0.458758,"OK"
2,"02085500","JJA",0.129691,"OK"
2,"02085500","Annual",0.639978,"OK"
3,"02085500","SON",0.672483,"OK"
3,"02085500","DJF",0.689,"OK"
3,"02085500","MAM",0.575445,"OK"
3,"02085500","JJA",0.367861,"OK"
3,"02085500","Annual",0.666928,"OK"
1,"02086500","SON",0.086644,"OK"
1,"02086500","DJF",0.360262,"OK"
1,"02086500","MAM",0.640685,"OK"
1,"02086500","JJA",NA,"nyr.Nevents.over.zero<5"
1,"02086500","Annual",0.320069,"OK"
2,"02086500","SON",0.360262,"OK"
2,"02086500","DJF",0.578829,"OK"
2,"02086500","MAM",0.509702,"OK"
2,"02086500","JJA",0.368717,"OK"
2,"02086500","Annual",0.6166,"OK"
3,"02086500","SON",0.464677,"OK"
3,"02086500","DJF",0.711888,"OK"
3,"02086500","MAM",0.528948,"OK"
3,"02086500","JJA",0.402219,"OK"
3,"02086500","Annual",0.531992,"OK"
1,"02087183","SON",0.671684,"OK"
1,"02087183","DJF",0.108046,"OK"
1,"02087183","MAM",0.46747,"OK"
1,"02087183","JJA",-0.045672,"OK"
1,"02087183","Annual",0.618279,"OK"
2,"02087183","SON",0.674459,"OK"
2,"02087183","DJF",0.637235,"OK"
2,"02087183","MAM",0.571631,"OK"
2,"02087183","JJA",-0.09739,"OK"
2,"02087183","Annual",0.661718,"OK"
3,"02087183","SON",0.69371,"OK"
3,"02087183","DJF",0.666696,"OK"
3,"02087183","MAM",0.619793,"OK"
3,"02087183","JJA",0.207519,"OK"
3,"02087183","Annual",0.781692,"OK"
1,"02087324","SON",0.625232,"OK"
1,"02087324","DJF",0.22194,"OK"
1,"02087324","MAM",0.899249,"OK"
1,"02087324","JJA",-0.111053,"OK"
1,"02087324","Annual",0.451097,"OK"
2,"02087324","SON",0.723346,"OK"
2,"02087324","DJF",0.586962,"OK"
2,"02087324","MAM",0.603159,"OK"
2,"02087324","JJA",0.075885,"OK"
2,"02087324","Annual",0.778671,"OK"
3,"02087324","SON",0.739063,"OK"
3,"02087324","DJF",0.513157,"OK"
3,"02087324","MAM",0.449734,"OK"
3,"02087324","JJA",0.53758,"OK"
3,"02087324","Annual",0.592715,"OK"
1,"0208732885","SON",0.684698,"OK"
1,"0208732885","DJF",NA,"nyr.Nevents.over.zero<5"
1,"0208732885","MAM",0.419331,"OK"
1,"0208732885","JJA",0.211598,"OK"
1,"0208732885","Annual",0.379164,"OK"
2,"0208732885","SON",0.485713,"OK"
2,"0208732885","DJF",0.326931,"OK"
2,"0208732885","MAM",0.597384,"OK"
2,"0208732885","JJA",0.312966,"OK"
2,"0208732885","Annual",0.442917,"OK"
3,"0208732885","SON",0.639326,"OK"
3,"0208732885","DJF",0.565056,"OK"
3,"0208732885","MAM",0.589523,"OK"
3,"0208732885","JJA",0.506099,"OK"
3,"0208732885","Annual",0.547599,"OK"
1,"02087500","SON",0.383877,"OK"
1,"02087500","DJF",0.089019,"OK"
1,"02087500","MAM",0.191503,"OK"
1,"02087500","JJA",0.281347,"OK"
1,"02087500","Annual",0.476861,"OK"
2,"02087500","SON",0.50324,"OK"
2,"02087500","DJF",0.466595,"OK"
2,"02087500","MAM",0.516822,"OK"
2,"02087500","JJA",0.344094,"OK"
2,"02087500","Annual",0.518366,"OK"
3,"02087500","SON",0.638982,"OK"
3,"02087500","DJF",0.522218,"OK"
3,"02087500","MAM",0.508554,"OK"
3,"02087500","JJA",0.421996,"OK"
3,"02087500","Annual",0.529086,"OK"
1,"0208758850","SON",0.525487,"OK"
1,"0208758850","DJF",NA,"nyr.Nevents.over.zero<5"
1,"0208758850","MAM",0.409436,"OK"
1,"0208758850","JJA",0.667385,"OK"
1,"0208758850","Annual",0.738162,"OK"
2,"0208758850","SON",0.628194,"OK"
2,"0208758850","DJF",0.376436,"OK"
2,"0208758850","MAM",0.663543,"OK"
2,"0208758850","JJA",0.475953,"OK"
2,"0208758850","Annual",0.655573,"OK"
3,"0208758850","SON",0.751866,"OK"
3,"0208758850","DJF",0.692008,"OK"
3,"0208758850","MAM",0.217754,"OK"
3,"0208758850","JJA",0.536477,"OK"
3,"0208758850","Annual",0.619466,"OK"
1,"02088000","SON",0.495898,"OK"
1,"02088000","DJF",0.281342,"OK"
1,"02088000","MAM",0.581815,"OK"
1,"02088000","JJA",0.474912,"OK"
1,"02088000","Annual",0.632948,"OK"
2,"02088000","SON",0.649103,"OK"
2,"02088000","DJF",0.611857,"OK"
2,"02088000","MAM",0.58697,"OK"
2,"02088000","JJA",0.735242,"OK"
2,"02088000","Annual",0.732132,"OK"
3,"02088000","SON",0.688246,"OK"
3,"02088000","DJF",0.574967,"OK"
3,"02088000","MAM",0.510744,"OK"
3,"02088000","JJA",0.770234,"OK"
3,"02088000","Annual",0.695636,"OK"
1,"02088500","SON",0.312552,"OK"
1,"02088500","DJF",0.210482,"OK"
1,"02088500","MAM",0.372737,"OK"
1,"02088500","JJA",0.260665,"OK"
1,"02088500","Annual",0.639423,"OK"
2,"02088500","SON",0.559073,"OK"
2,"02088500","DJF",0.463488,"OK"
2,"02088500","MAM",0.605078,"OK"
2,"02088500","JJA",0.597142,"OK"
2,"02088500","Annual",0.795261,"OK"
3,"02088500","SON",0.578034,"OK"
3,"02088500","DJF",0.636161,"OK"
3,"02088500","MAM",0.563571,"OK"
3,"02088500","JJA",0.514136,"OK"
3,"02088500","Annual",0.773727,"OK"
1,"02089000","SON",0.57787,"OK"
1,"02089000","DJF",0.415833,"OK"
1,"02089000","MAM",0.504933,"OK"
1,"02089000","JJA",0.18934,"OK"
1,"02089000","Annual",0.642087,"OK"
2,"02089000","SON",0.639853,"OK"
2,"02089000","DJF",0.603564,"OK"
2,"02089000","MAM",0.524036,"OK"
2,"02089000","JJA",0.360436,"OK"
2,"02089000","Annual",0.680514,"OK"
3,"02089000","SON",0.498524,"OK"
3,"02089000","DJF",0.603323,"OK"
3,"02089000","MAM",0.526061,"OK"
3,"02089000","JJA",0.590633,"OK"
3,"02089000","Annual",0.702802,"OK"
1,"02089500","SON",0.445146,"OK"
1,"02089500","DJF",0.372685,"OK"
1,"02089500","MAM",0.483696,"OK"
1,"02089500","JJA",0.174418,"OK"
1,"02089500","Annual",0.689835,"OK"
2,"02089500","SON",0.607302,"OK"
2,"02089500","DJF",0.519832,"OK"
2,"02089500","MAM",0.503862,"OK"
2,"02089500","JJA",0.473133,"OK"
2,"02089500","Annual",0.586351,"OK"
3,"02089500","SON",0.533986,"OK"
3,"02089500","DJF",0.570031,"OK"
3,"02089500","MAM",0.535685,"OK"
3,"02089500","JJA",0.471788,"OK"
3,"02089500","Annual",0.649765,"OK"
1,"02090380","SON",0.331434,"OK"
1,"02090380","DJF",0.510943,"OK"
1,"02090380","MAM",0.528162,"OK"
1,"02090380","JJA",NA,"all.modeled.values.are.the.same"
1,"02090380","Annual",0.557549,"OK"
2,"02090380","SON",0.302219,"OK"
2,"02090380","DJF",0.572689,"OK"
2,"02090380","MAM",0.608551,"OK"
2,"02090380","JJA",0.176263,"OK"
2,"02090380","Annual",0.542508,"OK"
3,"02090380","SON",0.621231,"OK"
3,"02090380","DJF",0.596379,"OK"
3,"02090380","MAM",0.707211,"OK"
3,"02090380","JJA",0.368506,"OK"
3,"02090380","Annual",0.664536,"OK"
1,"02091000","SON",0.577013,"OK"
1,"02091000","DJF",0.4805,"OK"
1,"02091000","MAM",0.41883,"OK"
1,"02091000","JJA",0.173206,"OK"
1,"02091000","Annual",0.604179,"OK"
2,"02091000","SON",0.355773,"OK"
2,"02091000","DJF",0.553036,"OK"
2,"02091000","MAM",0.606805,"OK"
2,"02091000","JJA",0.508945,"OK"
2,"02091000","Annual",0.576246,"OK"
3,"02091000","SON",0.595592,"OK"
3,"02091000","DJF",0.571537,"OK"
3,"02091000","MAM",0.656636,"OK"
3,"02091000","JJA",0.579712,"OK"
3,"02091000","Annual",0.753332,"OK"
1,"02091500","SON",0.516931,"OK"
1,"02091500","DJF",0.307563,"OK"
1,"02091500","MAM",0.409035,"OK"
1,"02091500","JJA",0.508503,"OK"
1,"02091500","Annual",0.583344,"OK"
2,"02091500","SON",0.557502,"OK"
2,"02091500","DJF",0.566061,"OK"
2,"02091500","MAM",0.583086,"OK"
2,"02091500","JJA",0.479751,"OK"
2,"02091500","Annual",0.617448,"OK"
3,"02091500","SON",0.530807,"OK"
3,"02091500","DJF",0.552857,"OK"
3,"02091500","MAM",0.660503,"OK"
3,"02091500","JJA",0.595226,"OK"
3,"02091500","Annual",0.768776,"OK"
1,"02092500","SON",0.48504,"OK"
1,"02092500","DJF",0.470258,"OK"
1,"02092500","MAM",0.181349,"OK"
1,"02092500","JJA",0.334495,"OK"
1,"02092500","Annual",0.489947,"OK"
2,"02092500","SON",0.630518,"OK"
2,"02092500","DJF",0.46818,"OK"
2,"02092500","MAM",0.422066,"OK"
2,"02092500","JJA",0.489004,"OK"
2,"02092500","Annual",0.529534,"OK"
3,"02092500","SON",0.631982,"OK"
3,"02092500","DJF",0.640753,"OK"
3,"02092500","MAM",0.44045,"OK"
3,"02092500","JJA",0.554313,"OK"
3,"02092500","Annual",0.565702,"OK"
1,"02093000","SON",0.462433,"OK"
1,"02093000","DJF",0.524559,"OK"
1,"02093000","MAM",-0.057779,"OK"
1,"02093000","JJA",0.328333,"OK"
1,"02093000","Annual",0.539818,"OK"
2,"02093000","SON",0.629881,"OK"
2,"02093000","DJF",0.46165,"OK"
2,"02093000","MAM",0.354933,"OK"
2,"02093000","JJA",0.614044,"OK"
2,"02093000","Annual",0.540935,"OK"
3,"02093000","SON",0.600057,"OK"
3,"02093000","DJF",0.725988,"OK"
3,"02093000","MAM",0.546098,"OK"
3,"02093000","JJA",0.530246,"OK"
3,"02093000","Annual",0.70724,"OK"
1,"02093800","SON",0.248351,"OK"
1,"02093800","DJF",0.387564,"OK"
1,"02093800","MAM",0.406389,"OK"
1,"02093800","JJA",0.09484,"OK"
1,"02093800","Annual",0.456736,"OK"
2,"02093800","SON",0.652567,"OK"
2,"02093800","DJF",0.544515,"OK"
2,"02093800","MAM",0.475355,"OK"
