"NPOT.per.yr","Site.name","SON","DJF","MAM","JJA"
1,"07106000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07106300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07106500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07108900","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07109500","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07116500","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07119500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07121500","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07124000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07124200","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07124410","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07126300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07128500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07130500","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07133000","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07134180","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK"
1,"07137500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07138000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07139000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07140850","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07141200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07141300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07141780","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07141900","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07142300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07142575","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07143300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07143330","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07143375","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07143665","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07144200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07144300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07144550","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07144780","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07144795","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07144910","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07145200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07145500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07145700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07146500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07147070","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07147800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07148400","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07149000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07151000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07151500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07152000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07152500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07153000","OK","OK","OK","OK"
1,"07154500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07155590","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07156900","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07157500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07157950","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07158000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07159100","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07160000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07160500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07161450","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07164500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07164600","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07165562","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07165565","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07165570","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07166500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07167500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07169500","OK","OK","OK","OK"
1,"07169800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07170500","OK","OK","OK","OK"
1,"07170700","OK","OK","OK","OK"
1,"07171000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07172000","OK","OK","OK","OK"
1,"07174400","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07175500","OK","OK","OK","OK"
1,"07176000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07176500","OK","OK","OK","OK"
1,"07177500","OK","OK","OK","OK"
1,"07177650","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07177800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07178000","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07178200","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07179500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07179730","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07179795","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07180400","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07180500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07182250","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07182510","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07183000","OK","OK","OK","OK"
1,"07183500","OK","OK","OK","OK"
1,"07184000","OK","OK","OK","OK"
1,"07185000","OK","OK","OK","OK"
1,"07186000","OK","OK","OK","OK"
1,"07187000","OK","OK","OK","OK"
1,"07188000","OK","OK","OK","OK"
1,"07189000","OK","OK","OK","OK"
1,"07191000","OK","OK","OK","OK"
1,"07191220","OK","OK","OK","OK"
1,"07191500","OK","OK","OK","OK"
1,"07195500","OK","OK","OK","OK"
1,"07195800","OK","OK","OK","OK"
1,"07195855","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07196000","OK","OK","OK","OK"
1,"07196500","OK","OK","OK","OK"
1,"07196900","OK","OK","OK","OK"
1,"07197000","OK","OK","OK","OK"
1,"07198000","OK","OK","OK","OK"
1,"07203000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07206000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07207000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07207500","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07208500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07211500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07215500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07216500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07218000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07221500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07226500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07227000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07227100","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07227500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07228000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07228500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07229200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07230000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07230500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07231000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07231500","OK","OK","OK","OK"
1,"07234000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07235000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07237500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07238000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07239300","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07239450","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07239500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07240000","OK","OK","OK","OK"
1,"07241000","OK","OK","OK","OK"
1,"07241520","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07241550","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07242000","OK","OK","OK","OK"
1,"07242380","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07243500","OK","OK","OK","OK"
1,"07245000","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"07247000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07247015","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07247250","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07247500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07249400","OK","OK","OK","OK"
1,"07249413","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07249985","OK","OK","OK","OK"
1,"07252000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07260500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07261000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07261500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07263295","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07263300","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07264000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07268000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07274000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07283000","OK","OK","OK","OK"
1,"07285500","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07289350","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07290000","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07290650","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07291000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07292500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07295000","OK","OK","OK","OK"
1,"07297910","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07299540","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07299670","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07300000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07300500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07301110","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07301420","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07301500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07303000","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07305000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07307028","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07308200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07308500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07311000","OK","OK","OK","OK"
1,"07311500","OK","OK","OK","OK"
1,"07311700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07311800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07312100","OK","OK","OK","OK"
1,"07312200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07312500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07312700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07314500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07314900","OK","OK","OK","OK"
1,"07315200","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"07315500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07315700","OK","OK","OK","OK"
1,"07316000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07316500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07324200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07324400","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07325000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07325800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07326000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07326500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07327442","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07327447","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07327550","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07328100","OK","OK","OK","OK"
1,"07328180","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","nyr.Nevents.over.zero<5"
1,"07328500","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"07329852","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"07331000","OK","OK","OK","OK"
1,"07331600","OK","OK","OK","OK"
1,"07332500","OK","OK","OK","OK"
1,"07334000","OK","OK","OK","OK"
1,"07335300","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07335500","OK","OK","OK","OK"
1,"07335700","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07335790","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07336200","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07337000","OK","OK","OK","OK"
1,"07337900","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07338500","OK","OK","OK","OK"
1,"07338750","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07339000","OK","OK","OK","OK"
1,"07340000","OK","OK","OK","OK"
1,"07340300","OK","OK","OK","OK"
1,"07341200","OK","OK","OK","OK"
1,"07342480","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07342500","OK","OK","OK","OK"
1,"07343000","OK","OK","OK","OK"
1,"07343200","OK","OK","OK","OK"
1,"07343500","OK","OK","OK","OK"
1,"07346000","OK","OK","OK","OK"
1,"07346045","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07346070","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"07348700","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07349860","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07351500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07351750","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07352000","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07356000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07359002","OK","OK","OK","OK"
1,"07359610","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07361500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07362100","OK","OK","OK","OK"
1,"07362587","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07363500","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07364133","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07364150","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07364200","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"07366200","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"07368000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07369000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07369500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07369680","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"07372200","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07373000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07375000","OK","OK","OK","OK"
1,"07375500","OK","OK","OK","OK"
1,"07376000","OK","OK","OK","OK"
1,"07376500","OK","OK","OK","OK"
1,"07377000","OK","OK","OK","OK"
1,"07377500","OK","OK","OK","OK"
1,"07378000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07378500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07381000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"07382000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07383500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"07385700","OK","OK","OK","OK"
1,"08010000","OK","OK","OK","OK"
1,"08012000","OK","OK","OK","OK"
1,"08013000","OK","OK","OK","OK"
1,"08013500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08014500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08015500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08017200","OK","OK","OK","OK"
1,"08017300","OK","OK","OK","OK"
1,"08017410","OK","OK","OK","OK"
1,"08018500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08019000","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08019500","OK","OK","OK","OK"
1,"08020000","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"08022040","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"08023080","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"08023400","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"08025360","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"08025500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08026000","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"08028000","OK","OK","OK","OK"
1,"08028500","OK","OK","OK","OK"
1,"08029500","OK","OK","OK","OK"
1,"08030500","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08033500","OK","OK","OK","OK"
1,"08036500","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"08041000","OK","OK","OK","OK"
1,"08041500","OK","OK","OK","OK"
1,"08041700","OK","OK","OK","OK"
1,"08042800","OK","OK","OK","OK"
1,"08044000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08044500","OK","OK","OK","OK"
1,"08047000","OK","OK","OK","OK"
1,"08047500","OK","OK","OK","OK"
1,"08048000","OK","OK","OK","OK"
1,"08048543","OK","OK","OK","OK"
1,"08048970","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08049500","OK","OK","OK","OK"
1,"08049700","OK","OK","OK","OK"
1,"08050100","OK","OK","OK","OK"
1,"08050400","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"08050800","OK","OK","OK","OK"
1,"08050840","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08051500","OK","OK","OK","OK"
1,"08052700","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08053000","OK","OK","OK","OK"
1,"08053500","OK","OK","OK","OK"
1,"08055500","OK","OK","OK","OK"
1,"08057000","OK","OK","OK","OK"
1,"08057200","OK","OK","OK","nyr.Nevents.over.zero<5"
1,"08057410","OK","OK","OK","OK"
1,"08061540","OK","OK","OK","OK"
1,"08061750","OK","OK","OK","OK"
1,"08062000","OK","OK","OK","OK"
1,"08062500","OK","OK","OK","OK"
1,"08062700","OK","OK","OK","OK"
1,"08063100","OK","OK","OK","OK"
1,"08063800","OK","OK","OK","OK"
1,"08064100","OK","OK","OK","OK"
1,"08064700","OK","OK","OK","OK"
1,"08065000","OK","OK","OK","OK"
1,"08065200","OK","OK","OK","OK"
1,"08065350","OK","OK","OK","OK"
1,"08065800","OK","OK","OK","OK"
1,"08066170","OK","OK","OK","OK"
1,"08066200","OK","OK","OK","OK"
1,"08066250","OK","OK","OK","OK"
1,"08066300","OK","OK","OK","OK"
1,"08066500","OK","OK","OK","OK"
1,"08067500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08068000","OK","OK","OK","OK"
1,"08068090","OK","OK","OK","OK"
1,"08068500","OK","OK","OK","OK"
1,"08068720","OK","OK","OK","OK"
1,"08068740","OK","OK","OK","OK"
1,"08068780","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08068800","OK","nyr.Nevents.over.zero<5","OK","nyr.Nevents.over.zero<5"
1,"08069000","OK","OK","OK","OK"
1,"08070000","OK","OK","OK","OK"
1,"08070200","OK","OK","OK","OK"
1,"08070500","OK","OK","OK","OK"
1,"08071280","OK","OK","OK","OK"
1,"08072300","OK","OK","OK","OK"
1,"08072730","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08073600","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08074500","OK","OK","OK","OK"
1,"08075000","OK","OK","OK","OK"
1,"08075400","OK","OK","OK","OK"
1,"08075730","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08075770","OK","OK","OK","OK"
1,"08076000","OK","OK","OK","OK"
1,"08076500","OK","OK","OK","OK"
1,"08078000","OK","OK","OK","OK"
1,"08079600","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08080500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08082000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08082500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08082700","OK","OK","OK","OK"
1,"08083100","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08084000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08084800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08085500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08086212","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08086290","OK","OK","OK","OK"
1,"08088000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08088610","nyr.Nevents.over.zero<5","nyr.Nevents.over.zero<5","OK","OK"
1,"08089000","OK","OK","OK","OK"
1,"08090800","OK","OK","OK","OK"
1,"08091000","OK","OK","OK","OK"
1,"08091500","OK","OK","OK","OK"
1,"08093100","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08095000","OK","OK","OK","OK"
1,"08095200","OK","OK","OK","OK"
1,"08096500","OK","OK","OK","OK"
1,"08098290","OK","OK","OK","OK"
1,"08100500","OK","OK","OK","OK"
1,"08101000","OK","OK","OK","OK"
1,"08102500","OK","OK","OK","OK"
1,"08103800","OK","OK","OK","OK"
1,"08103900","OK","OK","OK","OK"
1,"08104100","OK","OK","OK","OK"
1,"08104500","OK","OK","OK","OK"
1,"08104700","nyr.Nevents.over.zero<5","OK","OK","OK"
1,"08104900","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08105700","OK","OK","OK","OK"
1,"08106500","OK","OK","OK","OK"
1,"08109700","OK","OK","OK","OK"
1,"08109800","OK","OK","OK","OK"
1,"08110100","OK","OK","OK","OK"
1,"08110325","OK","OK","OK","OK"
1,"08110430","nyr.Nevents.over.zero<5","OK","OK","nyr.Nevents.over.zero<5"
1,"08110500","OK","OK","OK","OK"
1,"08111700","OK","OK","OK","OK"
1,"08114000","OK","OK","OK","OK"
1,"08115000","OK","OK","OK","OK"
1,"08116650","OK","OK","OK","OK"
1,"08117500","OK","OK","OK","OK"
1,"08117995","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08121000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08123800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08123850","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08124000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08126380","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08127000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08128000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08128400","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08134000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08136000","OK","OK","OK","OK"
1,"08136500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08136700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08143600","OK","OK","OK","OK"
1,"08144500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08146000","OK","OK","OK","OK"
1,"08147000","OK","OK","OK","OK"
1,"08150000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08150700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08150800","OK","OK","OK","OK"
1,"08151500","OK","OK","OK","OK"
1,"08152000","OK","OK","OK","OK"
1,"08152900","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08153500","OK","OK","OK","OK"
1,"08154700","OK","OK","OK","OK"
1,"08155200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08155240","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08155300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08156800","OK","OK","OK","OK"
1,"08158000","OK","OK","OK","OK"
1,"08158600","OK","OK","OK","OK"
1,"08158700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08158810","OK","OK","OK","OK"
1,"08159000","OK","OK","OK","OK"
1,"08159200","OK","OK","OK","OK"
1,"08160400","OK","OK","nyr.Nevents.over.zero<5","OK"
1,"08160800","OK","OK","OK","OK"
1,"08161000","OK","OK","OK","OK"
1,"08162000","OK","OK","OK","OK"
1,"08162500","OK","OK","OK","OK"
1,"08162600","OK","OK","OK","OK"
1,"08164000","OK","OK","OK","OK"
1,"08164300","OK","OK","OK","OK"
1,"08164450","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08164503","OK","OK","OK","OK"
1,"08164600","OK","OK","OK","OK"
1,"08164800","OK","OK","OK","OK"
1,"08165300","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08165500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08166000","OK","OK","OK","OK"
1,"08166200","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08167000","OK","OK","OK","OK"
1,"08167500","OK","OK","OK","OK"
1,"08167800","OK","OK","OK","OK"
1,"08168500","OK","OK","OK","OK"
1,"08169000","OK","OK","OK","OK"
1,"08171000","OK","OK","OK","OK"
1,"08171300","OK","OK","OK","OK"
1,"08172000","OK","OK","OK","OK"
1,"08172400","OK","OK","OK","OK"
1,"08173000","OK","OK","OK","OK"
1,"08175000","OK","OK","OK","OK"
1,"08175800","OK","OK","OK","OK"
1,"08176500","OK","OK","OK","OK"
1,"08176900","OK","OK","OK","OK"
1,"08177500","OK","OK","OK","OK"
1,"08178565","OK","OK","OK","OK"
1,"08178700","OK","OK","OK","OK"
1,"08178800","OK","OK","OK","OK"
1,"08178880","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08180700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08181400","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08181480","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08181500","OK","OK","OK","OK"
1,"08181800","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08183500","OK","OK","OK","OK"
1,"08185000","OK","OK","OK","OK"
1,"08186000","OK","OK","OK","OK"
1,"08188500","OK","OK","OK","OK"
1,"08189200","OK","OK","OK","OK"
1,"08189500","OK","OK","OK","OK"
1,"08189700","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08190000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08190500","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08192000","OK","nyr.Nevents.over.zero<5","OK","OK"
1,"08193000","OK","nyr.Nevents.over.zero<5","OK","OK"
